Nombre,Institución,No. Documentos AC,No. Documentos No AC,No. Libro,No. Editor de libro,No. Capítulo de libro,No. Subcapítulo o artículo de libro,No. Árbitro o dictaminador de libro,No. Árbitro o dictaminador de capítulo de libro,No. Coordinador de libro,No. Artículo científico,No. Editor de revista,No. Miembro de comité editorial,No. Editor asignado por número especial,No. Editor asignado por artículo,No. Árbitro de artículos de revista,No. Publicaciones derivadas de eventos colectivos,No. Conferencias/Congresos/Reuniones Cientificas,"No. Organización de eventos académicos, de extensión y difusión",No. Otras participaciones en eventos,No. Evaluador de proyectos,No. Premios,No. Informe interno anual de actividades,No. Sistema Nacional de Investigadores,No. Sistema Sinaloense de Investigadores y Tecnólogos,No. Academia Mexicana de Ciencias,Colaboradores
Ramirez Esparza U.,DC,2,6,0,0,1,0,0,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,"{'De La Rosa Esteban A.': 1, 'Baeza Jimenez R.': 4, 'Martínez Ávila G.': 2, 'ASCACIO VALDES J.A.': 5, 'Buenrostro Figueroa J.J.': 6, 'Ochoa Reyes E.': 4, 'Agustín Chávez M.': 1, 'Alvarado González S.M.': 1, 'López Martínez L.X.': 1, 'Prado Barragán L.A.': 1, 'Mendez González F.': 1}"
Quesada-Ruiz A.,* Pendiente,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"{'Villarreal-Bañuelos E.': 1, 'Leyva Trinidad D.A.': 1, 'Carmona Escutia R.': 1, 'Gschaedler A.': 1, 'García Barrón S.E.': 1}"
Ávalos Soriano A.,Mazatlán,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"{'Soto López M.': 1, 'García Gasca S.A.': 1, 'Hernández González C.': 1}"
Hernández Cruz A.,MA-EXT,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"{'Lizardi Mendoza J.': 1, 'Morales Figueroa G.G.': 1, 'López Mata M.': 1, 'Góngora Chi G.': 1, 'Ayala Zavala J.F.': 1, 'Villegas Ochoa M.A.': 1, 'Pérez Morales R.': 1, 'Quihui Cota L.': 1}"
López Gastélum A.,DC-EXT,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"{'Fernández Quiroz J.D.': 1, 'Recillas Mota M.T.': 1, 'Lizardi Mendoza J.': 1, 'Argüelles Monal W.M.': 1, 'Silva Gutiérrez L.L.': 1}"
de Anda Flores Y.B.,TAOV,1,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,"{'Cruz Amaya K.': 1, 'Hernández Martínez D.': 1, 'Del Toro Sánchez C.': 1, 'Carvajal Millán E.': 5, 'Martínez Robinson K.G.': 1, 'Cornejo Ramirez Y.I.': 1, 'Garcia Sañudo M.': 3, 'Rascón Chu A.': 3, 'Márquez Escalante J.A.': 3}"
Moya Camarena S.Y.,Nutrición,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,{}
Garza Lagler M.C.,Desarrollo Regional,3,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,"{'Hernandez Garcia M.': 1, 'Cavazos T.': 1, 'Espejel I.': 1, 'Cabrera Sánchez C.': 1, 'Montaño Moctezuma G.': 1, 'Coronado E.': 1, 'Delgado Ramírez C.': 1, 'Maycotte de la Peña M.': 1, 'García Figueroa J.': 1, 'Robles Parra J.M.': 1, 'Felix Gurrola D.': 1, 'Reyes Álvarez J.': 1}"
López Álvarez E.E.,Guaymas,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,1,0,0,0,"{'Gardea Béjar A.A.': 1, 'Amador-Alcalá S.': 1, 'Valdez Coronel C.': 1, 'Rivero Montes L.K.': 1, 'García Hernández J.': 2, 'Islas Pacheco J.': 1, 'Moreno Sarabia C.': 2, 'Riesgo Ruiz A.': 1, 'Angulo Montoya Z.': 1, 'Barba Acuña I.D.': 3, 'Campos Sánchez S.': 3, 'García Beltrán L.': 1, 'Riesgo Ruíz A.': 1, 'Armas Rendón L.': 1, 'Mendoza Acuña V.': 1, 'Guerrero Martínez M.': 1, 'Escalante Gomez M.': 1, 'Alemán Mateo H.': 1, 'Esparza Romero J.': 1, 'Calderón de la Barca Cota A.M.': 1, 'Ortega Vélez M.I.': 1, 'Hernández González C.': 1, 'Baeza Jimenez R.': 1, 'Vásquez Lara F.': 1, 'Vázquez Medina J.A.': 1, 'Montalvo Corral M.': 1, 'Chávez Mendoza C.': 1, 'Robles Sardín A.E.': 1, 'Gallegos Aguilar A.C.': 1, 'Portillo Abril G.E.': 1, 'Ponce Martínez J.A.': 1, 'Bolaños Villar A.V.': 1}"
García Alegría A.,* Pendiente,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,"{'Molina Duarte D.': 1, 'Rascón Careaga A.': 1, 'Canett Romero R.': 1, 'Astiazarán García H.F.': 1, 'Soufflé Vázquez S.': 1, 'Anduro Corona I.': 1}"
Anduro Corona I.,Nutrición,6,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,2,0,0,0,0,0,"{'Molina Duarte D.': 2, 'García Alegría A.': 1, 'Rascón Careaga A.': 2, 'Canett Romero R.': 1, 'Astiazarán García H.F.': 2, 'Soufflé Vázquez S.': 1, 'García Alegría A.M.': 1, 'Soufflé S.': 1}"
Cevallos L.,Universidad Politécnica de Sinaloa,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"{'Osuna Juarez A.': 1, 'López Saiz C.M.': 1, 'Martínez Montaño E.': 1, 'Osuna I.': 1, 'Soto Rodríguez S.A.': 1}"
Cabellos J.,* Pendiente,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,"{'Mendoza Wilson A.M.': 3, 'Balandrán Quintana R.R.': 2, 'Azamar Barrios J.A.': 1, 'Hernández Morales J.': 1, 'Bonilla Luna S.': 1}"
Guzmán López A.,MC,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"{'Payán García A.': 1, 'Villicaña Torres M.C.': 1}"
Rivera Castro V.,DC,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"{'Gutiérrez Dorado R.': 2, 'Gutierrez Grijalva E.P.': 2, 'Heredia . J.B.': 2, 'Muy Rangel M.D.': 2}"
Rivero Montes L.K.,Guaymas,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,0,0,0,0,0,0,"{'Paredes Aguilar M.C.': 4, 'Gallo Reynoso J.P.': 1, 'García Hernández J.': 3, 'Llamas Romo A.': 1, 'Pérez Tello M.G.': 2, 'Aguilera Marquez D.': 1, 'Barba Acuña I.D.': 2, 'Valdez Cisneros E.': 1, 'Hernández Morales T.': 1, 'Gardea Béjar A.A.': 1, 'Amador-Alcalá S.': 1, 'Valdez Coronel C.': 1, 'López Álvarez E.E.': 1, 'Islas Pacheco J.': 1, 'Moreno Sarabia C.': 1, 'Riesgo Ruiz A.': 1, 'Angulo Montoya Z.': 1, 'Campos Sánchez S.': 1}"
Góngora Gómez A.M.,Centro Interdisciplinario de Investigación para el Desarrollo Integral Regional,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"{'Diego García Ulloa-Gámez D.': 1, 'Villanueva Fonseca B.': 1, 'Abad Rosales S.M.': 3, 'Lucano-Ramírez G.': 1, 'Espinosa Alonso L.': 1, 'Rodríguez González H.': 1, 'Hernández Sepúlveda J.A.': 1, 'García Ulloa M.': 3, 'Lugo Armenta A.': 2}"
Guzmán Partida A.M.,Ciencia de los Alimentos,2,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,"{'Hernández Acosta R.': 1, 'Huerta Ocampo J.A.': 2, 'Espinosa Plascencia A.': 1, 'Muhlia Almazán A.T.': 1, 'Bojórques Velázquez E.': 1, 'Jimenez Canale J.': 1, 'López García A.': 1, 'Lagarda Díaz I.': 3, 'Vázquez Moreno L.': 3, 'Candia Plata M.D.': 1, 'Martinez Soto J.': 1, 'Silva Campa E.': 1, 'Ramos Clamont Montfort G.': 1, 'Mares Zapata V.': 1, 'Vargas González G.': 1, 'Armenta Corral R.I.': 1, 'Tortoledo Ortiz O.': 1, 'Acedo Espinoza E.': 2}"
Ramírez Valdez J.A.,Guaymas,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,"{'Rodriguez Armas A.': 1, 'Naranjo N.': 1, 'Barajas Acosta N.': 1}"
Betancourt Lozano M.,Mazatlán,2,11,0,0,0,0,0,0,0,4,0,0,0,0,0,2,3,1,1,0,0,0,0,0,0,"{'Beraud Martínez L.': 1, 'Gómez Gil Rodríguez Sala B.': 3, 'Asaff Torres A.J.': 1, 'Monroy-Hermosillo O.': 1, 'Franco Nava M.A.': 1, 'Burgos Aceves M.': 1, 'Banaee M.': 1, 'Vazzana I.': 1, 'González Mille D.': 1, 'Aliko V.': 1, 'Faggio C.': 1, 'Ilizaliturri Hernández C.A.': 1, 'Alvarez Cerrillo L.': 1, 'Ruiz Luna A.': 1, 'Araiza Gómez V.': 1, 'Herrera Alvarez R.': 3, 'Montes Nuñez V.': 3, 'Santos Ballardo D.U.': 6, 'Navarro Barrón E.': 2, 'Luna Avelar K.D.': 6, 'Gonzalez Arenas Y.': 1, 'González Ramírez K.': 2, 'Gárate Osuna  A.': 2, 'Felix Medina J.': 2, 'Martínez Rodríguez I.E.': 1, 'Aguilar Zárate G.': 1, 'Hernández Sain J.': 1, 'Hernández González C.': 1, 'García Aguirre J.': 1, 'Abdo de la Parra M.I.': 1, 'Plascencia González H.G.': 1, 'Rodríguez Ibarra L.E.': 1, 'Domínguez Jiménez V.P.': 1, 'Sánchez Rodríguez M.A.': 1, 'López Osorio Y.': 1, 'Montijo Galindo A.': 1, 'Cervantes Escobar A.': 1, 'Puello Cruz A.C.': 1, 'Ceballos Bernal M.C.': 1, 'Hernández Cornejo R.': 1, 'Medina Guerrero R.M.': 1, 'Velasco Blanco G.': 1, 'Bolán Mejía M.C.': 1, 'Enciso Ibarra J.': 1, 'Aguilar Rendón K.': 1, 'Abad Rosales S.M.': 1, 'Marrujo López F.I.': 1, 'Lozano Olvera R.': 1, 'Morales Covarrubias M.S.': 1, 'Silva Alonso F.': 1, 'VEGA VALENZUELA M.': 1, 'Angulo García X.C.': 1, 'Durán Niebla J.A.': 1, 'Almazán Rueda P.': 1}"
García Montijo L.,DC,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,{'León Balderrama J.I.': 1}
Maycotte de la Peña M.,DDR,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"{'Garza Lagler M.C.': 1, 'García Figueroa J.': 1, 'Robles Parra J.M.': 1, 'Felix Gurrola D.': 1}"
Romo Chacón A.,Cuauhtémoc,1,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"{'Rodríguez Vásquez S.': 1, 'Gardea Béjar A.A.': 1, 'García Hernández J.': 1, 'González Ríos H.': 1, 'Orozco Avitia J.A.': 1, 'Pérez Ordóñez G.': 1, 'Chavez Flores D.': 1, 'Sepúlveda Ahumada D.R.': 1, 'Ríos Velasco C.': 1, 'Ornelas Paz J.J.': 1, 'Acosta Muñiz C.H.': 1}"
Grijalva Haro M.I.,Nutrición,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"{'Laureano Caire R.': 1, 'Ortega Vélez M.I.': 1, 'Méndez Estrada R.O.': 1, 'Tortoledo Ortiz O.': 1}"
Ballesteros Monreal M.,UNISON,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"{'Mendez Pfeiffer P.': 1, 'Méndez Encinas M.A.': 1, 'Méndez Murrieta B.': 1, 'j O.': 1, 'Bolado Martínez E.': 1, 'Álvarez Ainza M.L.': 1, 'Zarza García A.': 1, 'Ayala Zavala J.F.': 1, 'Arena Hernández M.': 1, 'Valencia D.': 1}"
Sánchez Rodríguez M.A.,Mazatlán,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,"{'Martínez Rodríguez I.E.': 1, 'Aguilar Zárate G.': 1, 'Hernández Sain J.': 1, 'Hernández González C.': 1, 'García Aguirre J.': 1, 'Abdo de la Parra M.I.': 1, 'Plascencia González H.G.': 1, 'Rodríguez Ibarra L.E.': 1, 'Domínguez Jiménez V.P.': 1, 'López Osorio Y.': 1, 'Montijo Galindo A.': 1, 'Cervantes Escobar A.': 1, 'Puello Cruz A.C.': 1, 'Ceballos Bernal M.C.': 1, 'Hernández Cornejo R.': 1, 'Medina Guerrero R.M.': 1, 'Velasco Blanco G.': 1, 'Bolán Mejía M.C.': 1, 'Enciso Ibarra J.': 1, 'Aguilar Rendón K.': 1, 'Abad Rosales S.M.': 1, 'Marrujo López F.I.': 1, 'Lozano Olvera R.': 1, 'Santos Ballardo D.U.': 1, 'Betancourt Lozano M.': 1, 'Luna Avelar K.D.': 1, 'Morales Covarrubias M.S.': 1, 'Silva Alonso F.': 1, 'VEGA VALENZUELA M.': 1, 'Angulo García X.C.': 1, 'Durán Niebla J.A.': 1, 'Almazán Rueda P.': 1}"
García Barrón S.E.,* Anónima,1,3,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"{'Leyva Trinidad D.A.': 3, 'Verdugo Fuentes A.': 1, 'Quesada-Ruiz A.': 1, 'Villarreal-Bañuelos E.': 1, 'Carmona Escutia R.': 2, 'Gschaedler A.': 1, 'Verdugo Fuentes A.A.': 1, 'Gschaedler Mathis A.C.': 1}"
Vidaña Espinoza H.,MC,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"{'López Teros M.': 1, 'Esparza Romero J.': 2, 'Rosas Carrasco O.': 2, 'Luna Lopez A.': 2, 'Alemán Mateo H.': 2, 'López Teros M.T.': 1}"
Evaristo Priego Y.,ESP,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"{'Aguirre von Webeser E.': 1, 'de la Torre Martínez M.': 1, 'Sierra-Martínez P.': 1}"
Rocha Estrada J.G.,Ciencia de los Alimentos,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"{'Guevara Hernández E.': 1, 'Arellano Wattenbarger G.': 2, 'Coronado Gonzalez Y.': 1, 'de la Torre Martínez M.': 2, 'Aguirre von Webeser E.': 2, 'Montiel García S.': 1}"
Peñúñuri Pacheco N.,MC,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"{'Moreno Garcia Y.': 1, 'González Ríos H.': 2, 'Astiazarán García H.F.': 2, 'López Franco Y.L.': 1, 'Tortoledo Ortiz O.': 1, 'Pérez-Báez A.': 1, 'Dávila Ramirez J.L.': 1, 'Lizardi Mendoza J.': 1, 'Valenzuela Melendres M.': 2, 'Jara Marini M.E.': 1}"
García Sánchez G.,TAOA,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,"{'Ramírez Suárez J.C.': 2, 'Alvarez Armenta A.': 1, 'Mazorra Manzano M.A.': 1, 'Scheuren Acevedo S.M.': 1, 'Pacheco Aguilar R.': 2, 'Carvallo Ruiz M.G.': 1, 'Ramírez Guerra H.E.': 2, 'MORALES MORENO A.': 1, 'Lugo Sánchez M.E.': 1}"
Muñoz Márquez E.,Delicias,3,20,0,0,0,0,0,0,0,5,0,0,0,0,0,2,11,2,0,0,0,0,0,0,0,"{'Sánchez Chávez E.': 17, 'Anchondo Paez J.': 4, 'Ramírez Estrada C.': 2, 'Salcido Martínez A.': 1, 'Ochoa Chaparro E.': 3, 'Soto Parra  J.M.': 4, 'Pérez Leal  R.': 4, 'Ochoa-Chaparro E.': 1, 'Pérez Álvarez  S.': 5, 'Castruita Esparza L.': 3, 'Chávez Mendoza C.': 10, 'Patiño Cruz J.': 3, 'Franco Lagos C.': 4, 'Jiménez Leyva J.': 1, 'Gutiérrez Saldaña A.H.': 1, 'Orozco Avitia J.A.': 1, 'Vargas Rosales G.': 1, 'Morales Estrada R.': 1, 'Soto Córdova F.J.': 1, 'Martínez Téllez M.A.': 1, 'Esqueda Valle M.C.': 1, 'Guevara Aguilar A.': 5, 'Yáñez Muñoz R.M.': 3, 'Noperi Mosqueda  L.': 3, 'Ojeda Barrios D.L.': 2}"
Carrillo Fasio J.A.,Culiacán,1,18,0,0,1,0,0,0,0,6,0,0,0,0,0,8,2,0,0,0,1,0,0,0,0,"{'Muy Rangel M.D.': 3, 'San Martín Hernández C.': 1, 'Campos Sauceda J.P.': 1, 'Quintana Obregón E.A.': 1, 'Báez Sañudo M.A.': 6, 'Pérez Rubio V.': 1, 'Valenzuela Lagarda J.L.': 1, 'Heredia . J.B.': 5, 'Rubio Carrasco W.': 1, 'Sánchez Valdez E.': 1, 'Contreras Martínez R.': 6, 'Miranda Campaña O.': 1, 'Diaz Lara A.': 1, 'García Estrada R.S.': 5, 'Tovar Pedraza J.M.': 10, 'Salazar Mesta R.': 2, 'Retes Manjarrez J.E.': 1, 'León Félix J.': 3, 'Villicaña Torres M.C.': 1, 'Rubí Rangel L.': 1, 'Amarillas Bueno L.A.': 1, 'Lightbourn Rojas L.A.': 1, 'Valdez Morales M.': 2, 'Cámara Correia K.': 2, 'Cruz Lachica I.': 2, 'Marquez Zequera I.': 1, 'Nuñez Garcia P.': 1, 'Nieto López E.H.': 1, 'Mora Romero G.': 1, 'Valdez Torres J.B.': 1, 'López Orona C.A.': 3, 'Rodriguez Alvarez L.': 1, 'Zazueta Peña D.': 1, 'Martinez Gallardo J.A.': 2, 'Estrada Acosta M.D.': 1, 'Bayardo Rosales H.': 4, 'Contreras Soto M.': 1, 'Manjarrez Quintero J.': 4, 'Torres-López J.': 1, 'Márquez Licona G.': 1, 'Valdez Baro O.': 3, 'Estrada Acosta M.': 1}"
García Sifuentes C.O.,TAOA,1,4,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"{'Silva Ledezma L.P.': 1, 'Martínez Cordero F.J.': 1, 'Leyva Verduzco A.': 1, 'Quiroz-Castillo J.M.': 1, 'Chan-Chan L.': 1, 'Ramirez-Mendoza C.': 1, 'Castillo Ortega M.M.': 1, 'Plascencia Martínez D.': 1, 'López Peña I.': 1, 'Gómez Rodríguez G.': 1, 'González García G.': 1, 'Álvarez Bajo O.': 1, 'Argüelles Monal W.M.': 1, 'Lizardi Mendoza J.': 1, 'López Franco Y.L.': 1, 'Rentería Cárdenas R.': 1}"
Osuna Martinez C.,Universidad Autónoma de Sinaloa,2,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,"{'Ambriz Perez D.L.': 2, 'Santos Ballardo D.U.': 2, 'Gonzalez Arenas B.': 2, 'Félix Medina J.': 1, 'Berges M.': 1, 'Flores Salas M.': 1, 'Bergés-Tiznado M.E.': 1}"
Osuna Martínez C.C.,Universidad Autónoma de Sinaloa,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"{'Benítez Lizárraga R.': 1, 'Castañeda Rodríguez D.': 1, 'Núñez Díaz M.': 1, 'Muy Rangel M.D.': 1, 'Rubio Carrasco W.': 1, 'Zazueta Ojeda I.': 1, 'Ortíz Arellano M.': 1, 'Aguilar Juárez M.': 1, 'Ambriz Perez D.L.': 1, 'Santos Ballardo D.U.': 1, 'Bergés-Tiznado M.E.': 1}"
Carvallo Ruiz T.,TAOV,2,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,"{'Orozco Avitia J.A.': 4, 'Ojeda Contreras A.J.': 3, 'Gardea Béjar A.A.': 3, 'Hernández Oñate M.A.': 3, 'Gutiérrez Saldaña A.H.': 2, 'Huerta Ocampo J.A.': 1}"
Anzurez Valencia E.,Investigación,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,{}
Marquez Zequera I.,Culiacán,2,7,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,"{'Valdez Morales M.': 1, 'Carrillo Fasio J.A.': 1, 'García Estrada R.S.': 5, 'Cámara Correia K.': 1, 'Cruz Lachica I.': 4, 'Tovar Pedraza J.M.': 4, 'Nuñez Garcia P.': 1, 'Vieira W.': 1, 'Márquez Licona G.': 1, 'Osuna García L.A.': 1, 'López López A.': 1, 'León Félix J.': 1, 'Allende Molar R.': 1, 'Lima N.B.': 1, 'Sanchez Oronia L.': 1, 'Rivera Salas M.': 1}"
Barba Acuña I.D.,Guaymas,4,7,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,"{'Gallo Reynoso J.P.': 1, 'Ortega Borchardt J.': 2, 'Muñoz Espinoza M.': 1, 'Hernandez Camacho C.': 1, 'Eder E.': 1, 'Dobbin Turner L.': 1, 'Casillas Angón C.': 1, 'Heckel G.': 1, 'Paredes Aguilar M.C.': 1, 'Rivero Montes L.K.': 2, 'Aguilera Marquez D.': 1, 'Valdez Cisneros E.': 1, 'Hernández Morales T.': 1, 'Pérez Tello M.G.': 1, 'García Hernández J.': 2, 'Gardea Béjar A.A.': 1, 'Amador-Alcalá S.': 1, 'Valdez Coronel C.': 1, 'López Álvarez E.E.': 3, 'Islas Pacheco J.': 1, 'Moreno Sarabia C.': 2, 'Riesgo Ruiz A.': 1, 'Angulo Montoya Z.': 1, 'Campos Sánchez S.': 3, 'García Beltrán L.': 1, 'Riesgo Ruíz A.': 1, 'Armas Rendón L.': 1, 'Mendoza Acuña V.': 1, 'Guerrero Martínez M.': 1, 'Escalante Gomez M.': 1}"
Orozco Avitia J.A.,TAOV,2,10,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,"{'Tiznado Hernández M.E.': 2, 'Gardea Béjar A.A.': 6, 'Sánchez Estrada A.': 1, 'Ojeda Contreras A.J.': 4, 'Troncoso Rojas R.': 1, 'Meléndrez Amavizca R.': 1, 'Rodríguez Vásquez S.': 1, 'Romo Chacón A.': 1, 'García Hernández J.': 1, 'González Ríos H.': 1, 'Cruz Félix M.': 1, 'Angulo Sanchez L.': 1, 'Vargas Rosales G.': 2, 'Gutiérrez Saldaña A.H.': 4, 'Ramos Clamont Montfort G.': 1, 'Esqueda Valle M.C.': 2, 'Hernández Oñate M.A.': 4, 'Carvallo Ruiz T.': 4, 'Jiménez Leyva J.': 1, 'Morales Estrada R.': 1, 'Sánchez Chávez E.': 1, 'Muñoz Márquez E.': 1, 'Soto Córdova F.J.': 1, 'Martínez Téllez M.A.': 1, 'Hernández Ordoñez E.': 1, 'Cruz Álvarez O.': 1, 'Hernández Rodríguez O.A.': 1, 'Alonso Villegas R.': 1, 'Jacobo Cuéllar J.L.': 1, 'Ojeda Barrios D.': 1, 'Campillo Badilla D.': 1, 'Hayano Kanashiro A.C.': 1, 'Huerta Ocampo J.A.': 1}"
de la Torre Martínez M.,Ciencia de los Alimentos,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,"{'Guevara Hernández E.': 1, 'Arellano Wattenbarger G.': 2, 'Coronado Gonzalez Y.': 1, 'Rocha Estrada J.G.': 2, 'Aguirre von Webeser E.': 3, 'Evaristo Priego Y.': 1, 'Sierra-Martínez P.': 1, 'Montiel García S.': 1, 'Hernández Castillo M.': 1, 'Coronado González Y.': 1}"
Ochoa Viveros I.,MA-EXT,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"{'Moreno Velazquez D.': 1, 'Mendoza Wilson A.M.': 1, 'Lara Cortés E.': 1, 'Ibañez Martínez A.': 1}"
González Aguilar G.A.,TAOV,3,25,0,0,1,0,0,0,0,14,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,"{'Sauri Duch E.': 1, 'Zarza García A.': 1, 'Vargas Vargas M.': 1, 'Toledo López V.M.': 1, 'Moo Puc R.': 1, 'Betancur Ancona D.': 1, 'Moo Huchín V.': 1, 'Dominguez Avila J.A.': 7, 'Salazar López N.': 1, 'Montiel Herrera M.': 3, 'Corella Salazar D.': 1, 'Rodrigo García J.': 2, 'Astiazarán García H.F.': 3, 'Villegas Ochoa M.A.': 4, 'Zuñiga Martinez B.': 5, 'Robles Sánchez R.M.': 4, 'Ayala Zavala J.F.': 12, 'Viuda Martos M.': 5, 'López Díaz J.A.': 1, 'Torres García G.': 1, 'Enciso Martínez Y.': 3, 'Guerrero Encinas I.': 5, 'González González J.': 4, 'Morales Figueroa G.G.': 4, 'López-Mata M.': 2, 'Ledesma-Osuna A.': 1, 'Rivas Cáceres R.': 2, 'Quihui Cota L.': 6, 'Salazar Medina A.J.': 1, 'Inoue M.': 1, 'Navarro Peraza R.': 1, 'Noriega Juárez A.': 1, 'Rubio Carrillo J.': 1, 'García Magaña M.L.': 1, 'Meza Espinoza L.': 1, 'Chacón López M.': 1, 'Aguilera Aguirre S.': 1, 'Osuna García J.A.': 1, 'Montalvo González E.': 1, 'Acuña Juanz A.': 2, 'López Mata M.A.': 4, 'Lizardi Mendoza J.': 3, 'Pérez Morales R.': 1, 'Perez Delgado F.': 1, 'García Villa M.D.': 1, 'Fernandez Quiroz D.': 1, 'Martínez Martínez A.': 1, 'De La Rosa Castillo L.A.': 2, 'Moreno Escamilla J.O.': 1, 'Martínez Ruíz N.': 2, 'Alvarez Parrilla E.': 2, 'Subiría Cueto R.': 1, 'Reyes Blas H.': 1, 'Olivas-Armendáriz I.': 1, 'Wall Medrano A.': 1, 'Vazquez Meza M.': 1, 'González Ríos H.': 1, 'Dávila Ramirez J.L.': 1, 'Valenzuela Melendres M.': 1, 'Castillo-Romero T.': 1, 'López Martínez L.X.': 1, 'Salgado Cervantes M.': 1, 'Quintana Obregón E.A.': 1, 'Vargas Ortiz M.A.': 1, 'Barrios Villa E.': 2, 'Ballesteros Monrreal M.': 2, 'Valencia Rivera D.E.': 2, 'Martínez Téllez M.A.': 2, 'Briceño Verduzco L.': 1, 'Ledesma Osuna A.I.': 1, 'Hernández Mendoza E.': 1, 'Sepúlveda-Moreno C.': 1}"
Madero Bautista L.,DC,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,"{'García Hernández J.': 3, 'Gutiérrez Valenzuela A.': 1, 'Morales Valenzuela R.': 1, 'Leyva García G.N.': 3, 'Aguilera Marquez D.': 1, 'Leyva Morales J.B.': 1, 'Bastidas Bastidas P.J.': 1, 'Hernández Moreno M.C.': 2, 'Ortega Vélez M.I.': 1, 'Cisneros Mata M.A.': 1, 'Leyva Trinidad D.A.': 1, 'Gallego Gauna C.': 1}"
Ruiz Guerrero M.,Mazatlán,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,{'Millán Otero M.': 1}
