Nombre,Institución,No. Documentos AC,No. Documentos No AC,No. Libro,No. Editor de libro,No. Capítulo de libro,No. Subcapítulo o artículo de libro,No. Árbitro o dictaminador de libro,No. Árbitro o dictaminador de capítulo de libro,No. Coordinador de libro,No. Artículo científico,No. Editor de revista,No. Miembro de comité editorial,No. Editor asignado por número especial,No. Editor asignado por artículo,No. Árbitro de artículos de revista,No. Publicaciones derivadas de eventos colectivos,No. Conferencias/Congresos/Reuniones Cientificas,"No. Organización de eventos académicos, de extensión y difusión",No. Otras participaciones en eventos,No. Evaluador de proyectos,No. Premios,No. Informe interno anual de actividades,No. Sistema Nacional de Investigadores,No. Sistema Sinaloense de Investigadores y Tecnólogos,No. Academia Mexicana de Ciencias,Colaboradores
Diaz Zavala R.G.,Universidad de Sonora,2,3,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"{'Guerrero Magaña D.': 1, 'Haby de Sosa M.M.': 1, 'Martínez Contreras T.J.': 1, 'Candia Plata M.D.': 1, 'Mata Pineda A.L.': 1, 'Esparza Romero J.': 1, 'Valencia Juillerat M.E.': 1, 'Villegas Valle R.C.': 1}"
Leyva Morales J.B.,Universidad Autónoma de Nayarit,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,"{'Bastidas Bastidas P.J.': 3, 'Salvatierra Stamp V.': 1, 'González Marquez L.': 1, 'Davison Y.': 1, 'Márquez-Pacheco H.': 1, 'Amillano Cisneros J.M.': 1, 'Cruz Acevedo E.': 1, 'Amézquita López B.A.': 1, 'Romo Gomez C.': 1, 'De la Torre Espinosa Z.': 1, 'Rodriguez Aguilar B.': 1, 'Cuevas Sánchez B.': 1, 'Olmeda Rubio C.': 1, 'Pineda Landeros J.M.': 1, 'García Hernández J.': 1, 'Gutiérrez Valenzuela A.': 1, 'Morales Valenzuela R.': 1, 'Leyva García G.N.': 1, 'Aguilera Marquez D.': 1, 'Madero Bautista L.': 1}"
Vega García M.O.,Universidad Autónoma de Sinaloa,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Diaz Corona D.': 1, 'López López M.E.': 1, 'Ayón Reyna L.E.': 1, 'Caro Corrales J.': 1, 'Gutiérrez Dorado R.': 1, 'Bastidas Bastidas P.J.': 1}"
Ravussin E.,University of Arizona,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Niclou A.': 1, 'Esparza Romero J.': 1, 'Urquidez Romero R.': 1, 'Lam Y.': 1, 'Rood J.': 1, 'Schulz L.O.': 1, 'Bennett P.H.': 1, 'Valencia Juillerat M.E.': 1}"
Sarabia Sainz J.A.,Universidad de Sonora,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"{'Jimenez Canale J.': 1, 'Navarro López L.R.': 1, 'Huerta Ocampo J.A.': 2, 'Burgara Estrella A.J.': 1, 'Encarnación Guevara S.': 1, 'Silva Campa E.': 1, 'Velázquez Contreras E.F.': 1, 'Sandoval Larios G.': 1, 'Lagarda Díaz I.': 1, 'García Galaz A.': 1, 'Ramos Clamont Montfort G.': 1}"
Wall Medrano A.,Universidad Autónoma de Ciudad Juárez,1,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Sigala Robles R.': 1, 'Estrada Montoya M.C.': 1, 'Torres Llanez M.J.': 1, 'Santiago López L.': 1, 'Hernández Mendoza A.': 1, 'Vallejo Galland B.': 1, 'Mata Haro V.': 1, 'González Córdova A.F.': 2, 'Subiría Cueto R.': 1, 'Reyes Blas H.': 1, 'Olivas-Armendáriz I.': 1, 'González Aguilar G.A.': 1, 'De La Rosa Castillo L.A.': 1, 'Martínez Ruíz N.': 1, 'Alvarez Parrilla E.': 1, 'Valle Sánchez S.': 1, 'Rodríguez Ramírez R.': 1, 'Ávila-Villa L.A.': 1, 'Villa Lerma A.': 1, 'De la Rosa L.A.': 1, 'Muñoz Bernal Ó.': 1, 'Arellano Gil M.': 1}"
Alvarez Armenta A.,DC,1,5,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Fimbres Garcia J.': 1, 'Flores Sauceda M.': 1, 'Othon Diaz E.': 1, 'García Galaz A.': 1, 'Tapia Rodríguez M.R.': 1, 'Silva Espinoza B.A.': 1, 'Ayala Zavala J.F.': 1, 'Ramírez Suárez J.C.': 2, 'Mazorra Manzano M.A.': 1, 'Scheuren Acevedo S.M.': 1, 'Pacheco Aguilar R.': 2, 'García Sánchez G.': 1, 'Carvallo Ruiz M.G.': 1, 'Ramírez Guerra H.E.': 1, 'Huerta Ocampo J.A.': 1, 'López Zavala A.A.': 1, 'Corona Martínez D.': 1, 'Sotelo Mundo R.R.': 1}"
López Martínez L.X.,TAOV,11,14,0,0,2,0,0,0,0,3,0,0,0,0,3,0,3,1,1,0,0,0,1,0,0,"{'Noriega Rodríguez J.A.': 1, 'García Galindo H.S.': 1, 'Buenrostro Figueroa J.J.': 2, 'Baeza Jimenez R.': 2, 'Quintana Obregón E.A.': 2, 'González Córdova A.F.': 1, 'Hernández Mendoza A.': 1, 'Vallejo Galland B.': 1, 'Vargas Ortiz M.A.': 2, 'Ramirez Esparza U.': 1, 'Agustín Chávez M.': 1, 'Ochoa Reyes E.': 1, 'Alvarado González S.M.': 1, 'ASCACIO VALDES J.A.': 1, 'Martínez Ávila G.': 1, 'Prado Barragán L.A.': 1, 'Castillo-Romero T.': 1, 'Salgado Cervantes M.': 1, 'González Aguilar G.A.': 1}"
Mata Haro V.,Ciencia de los Alimentos,1,10,0,0,0,0,0,0,0,7,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,"{'Garcia Vega A.': 2, 'WAN H.': 1, 'Reséndiz Sandoval M.G.': 5, 'Hinojosa Trujillo D.': 2, 'Valenzuela Antelo O.': 1, 'Dehesa-Canseco F.': 1, 'Solís M.': 1, 'Marcotte H.': 1, 'Pan-Hammarström Q.': 1, 'Hernández López J.': 5, 'Sigala Robles R.': 1, 'Estrada Montoya M.C.': 1, 'Torres Llanez M.J.': 1, 'Santiago López L.': 2, 'Hernández Mendoza A.': 2, 'Vallejo Galland B.': 1, 'Wall Medrano A.': 1, 'González Córdova A.F.': 1, 'Barcenas Preciado V.': 1, 'Llamas-Covarrubias M.': 1, 'Loza López M.': 1, 'Melgoza González E.': 3, 'Valenzuela O.': 1, 'Hernández Oñate M.A.': 1, 'Soto Gaxiola A.': 1, 'Chavez Rueda K.': 1, 'Nakai K.': 1, 'Aviles Rivera Y.': 1, 'Heredia . J.B.': 1, 'Muy Rangel M.D.': 1, 'Gómez Yanes A.': 1, 'García Orozco K.D.': 1, 'Vazquez Villarce V.': 1, 'Moreno Córdova E.': 1, 'Leyva Gastélum M.': 1, 'Valenzuela Castillo A.': 1, 'López Zavala A.A.': 1, 'Calderón de la Barca Cota A.M.': 1, 'Valenzuela J.G.': 1, 'Sotelo Mundo R.R.': 1, 'Henao-Díaz Y.': 1, 'Cota-Valdez A.': 1, 'Giménez-Lirola L.': 1, 'Henao Díaz Y.A.': 2, 'Cota A.': 2, 'Contreras Vega K.': 2, 'Giménez Lirola L.': 2, 'Fuentes Villa M.': 1}"
Mercado Ruiz J.N.,TAOV,9,11,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,4,1,0,0,0,0,0,0,"{'Yahia Kazuz E.M.': 1, 'Hernández Oñate M.A.': 1, 'Ojeda Contreras A.J.': 1, 'Cordero-Chávez L.': 1, 'Trillo Hernández E.': 1, 'Tiznado Hernández M.E.': 1, 'Peralta . E.': 1, 'Gutiérrez Saldaña A.H.': 1, 'Madera Santana T.J.': 2, 'Macillas J.': 1, 'Medina Reza Y.': 1, 'Espinoza-Verdugo A.': 1, 'Fortiz Hernández J.': 2}"
López Cervantes J.,Instituto Tecnológico de Sonora (ITSON,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Sánchez Machado D.': 2, 'Vega Cazarez C.': 1, 'Hernandez Ruiz K.': 1, 'Campas Baypoli O.N.': 1, 'Soto Cota A.': 1, 'Madera Santana T.J.': 2, 'Servín de la Mora López D.': 1, 'Olivera Castillo L.': 1, 'Castillo Ortega M.M.': 1, 'Ayala Zavala J.F.': 1, 'Soto Valdez H.': 1}"
Martínez Damián M.,Universidad Autónoma de Chapingo,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Cruz Álvarez O.': 1, 'Sánchez Chávez E.': 1, 'Benavides Mendoza A.': 1, 'Hernández Rodríguez A.': 1, 'Parra Quezada R.Á.': 1, 'Ciscomani Larios J.P.': 1, 'Ojeda Barrios D.L.': 1}"
Ojeda Barrios D.L.,* Pendiente,1,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,"{'Hernández Figueroa K.': 1, 'Sánchez Chávez E.': 5, 'Ramírez Estrada C.': 1, 'Anchondo Paez J.': 3, 'Pérez Álvarez  S.': 3, 'Cruz Álvarez O.': 1, 'Benavides Mendoza A.': 1, 'Hernández Rodríguez A.': 1, 'Parra Quezada R.Á.': 1, 'Ciscomani Larios J.P.': 1, 'Martínez Damián M.': 1, 'Andrade Sifuentes A.': 1, 'Gaucín Delgado J.M.': 1, 'Fortis Hernández M.': 1, 'Rodríguez Ortiz J.C.': 1, 'Preciado Rangel P.': 1, 'Muñoz Márquez E.': 2, 'Chávez Mendoza C.': 2}"
Nakai K.,* Pendiente,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Garcia Vega A.': 1, 'Llamas-Covarrubias M.': 1, 'Loza López M.': 1, 'Reséndiz Sandoval M.G.': 1, 'Hinojosa Trujillo D.': 1, 'Melgoza González E.': 1, 'Valenzuela O.': 1, 'Hernández Oñate M.A.': 1, 'Mata Haro V.': 1, 'Soto Gaxiola A.': 1, 'Chavez Rueda K.': 1, 'Hernández López J.': 1}"
Martínez Salvador M.,Universidad Autónoma de Chihuahua,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Juárez Morales M.': 1, 'Chávez Mendoza C.': 1, 'Villareal Guerrero F.': 1, 'Santellano Estrada E.': 1, 'Pinedo Alvarez A.': 1, 'Corrales Lesma R.': 1, 'Hernández Quiroz N.': 1, 'Vázquez Quintero G.': 1, 'Vega Mares J.': 1}"
Rivera Domínguez M.,Ciencia de los Alimentos,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,"{'García Vázquez J.': 1, 'Quijada Rivera M.': 1, 'Hernández Oñate M.A.': 1, 'Tiznado Hernández M.E.': 1, 'Lazo Javalera M.': 1, 'Martínez Téllez M.A.': 1, 'Astorga Cienfuegos K.R.': 3}"
Rueda Puente E.,Universidad de Sonora,1,3,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"{'Borbón Morales C.G.': 2, 'Arvizu Armenta M.': 1, 'Guimond Ramos J.': 1, 'Mejía Trejo J.': 1, 'Martínez Téllez M.A.': 1, 'Alvarez-Moreno M.': 1, 'Rodríguez-Félix F.': 1, 'Barreras Urbina C.G.': 1, 'Plascencia Jatomea M.': 1, 'Reyes Pérez J.J.': 1, 'Madera Santana T.J.': 1, 'Juarez Onofre J.': 1}"
Buichia Sombra F.G.,* Anónima,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Lara Ponce E.': 1, 'Guerrero Castañeda R.': 1, 'Esparza Romero J.': 1}"
Molina-Garza Z.,* Pendiente,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'SOTO MARFILEÑO K.': 1, 'Gómez Flores R.': 1, 'Molina Garza V.': 1, 'Ibarra Gámez J.': 1, 'Gómez Gil Rodríguez Sala B.': 1, 'Galaviz-Silva L.': 1}"
Galaviz-Silva L.,* Pendiente,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'SOTO MARFILEÑO K.': 1, 'Molina-Garza Z.': 1, 'Gómez Flores R.': 1, 'Molina Garza V.': 1, 'Ibarra Gámez J.': 1, 'Gómez Gil Rodríguez Sala B.': 1}"
Terán Juárez L.M.,* Pendiente,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Morales Amparano M.': 1, 'Terán M.': 1, 'Huerta Ocampo J.A.': 1}"
López Uriarte E.,Universidad de Guadalajara,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Durand-Acosta A.': 1, 'Chávez Villalba J.E.': 1, 'Abad Rosales S.M.': 3, 'Cisneros-Gaytán S.': 1, 'Ríos González K.': 1, 'Chávez Villalba J.': 1, 'Chávez Sánchez M.C.': 2, 'Guerrero Galván S.': 1, 'Espino Barr E.': 1, 'Palacios Valdes J.': 1}"
Aguirre Sánchez J.,DC,3,8,0,0,0,0,0,0,0,4,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,"{'Garrido Palazuelos L.': 3, 'Castro Del Campo N.': 3, 'López Cuevas O.': 1, 'González Torres B.': 1, 'Chaidez Quiroz C.': 3, 'Medrano Félix J.A.': 4, 'Castro del Campo N.': 1, 'Martínez Torres A.': 1, 'Querol-Audi J.': 1, 'González López I.': 1, 'Prieto Alvarado R.': 1, 'Almanza Orduño A.': 1, 'Waseem M.': 1, 'Basheer A.': 1, 'Mukhtar M.': 2, 'Ahmed-Khan H.': 2, 'Shahid F.': 1, 'Almanza Orduño A.A.': 1, 'Ali-Khan S.': 1}"
Giménez-Lirola L.,* Pendiente,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Cauwels B.': 1, 'Mora-Díaz J.': 1, 'Magtoto CR.': 1, 'Hernández López J.': 2, 'Cordero Ortiz M.': 1, 'Nelli R.': 1, 'Gorden P.': 1, 'Magstadt D.': 1, 'Baum D.': 1, 'Henao-Díaz Y.': 1, 'Reséndiz Sandoval M.G.': 1, 'Cota-Valdez A.': 1, 'Mata Haro V.': 1}"
Casillas Angón C.,* Pendiente,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Barba Acuña I.D.': 1, 'Gallo Reynoso J.P.': 1, 'Ortega Borchardt J.': 1, 'Muñoz Espinoza M.': 1, 'Hernandez Camacho C.': 1, 'Eder E.': 1, 'Dobbin Turner L.': 1}"
Aguirre-Macedo M.,Centro de Investigación y de Estudios Avanzados -Mérida,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Couoh Puga E.': 1, 'Chávez Sánchez M.C.': 1, 'Vidal-Martínez V.': 1, 'Gold-Bouchot G.': 1, 'Centeno-Chale O.': 1}"
Ochoa Manrique A.I.,Desarrollo Regional,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Bastianí Gómez J.': 1, 'López García M.': 1, 'Bastiani G. J.': 1}"
González Carranza Z.,Universidad de Nottingham,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Bone G.': 1, 'Castro Castro A.': 1, 'González-Elizondo S.': 1, 'Soto Luzanía X.': 1, 'López Franco Y.L.': 1, 'Koech O.': 1, 'Parr T.': 1, 'Kilawe C.': 1, 'Velázquez-Quiñonez S.': 1, 'González Laredo R.F.': 1, 'Ríos Saucedo J.C.': 1}"
Rodríguez-Félix F.,* Pendiente,3,6,0,0,1,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"{'Alvarez-Moreno M.': 2, 'Barreras Urbina C.G.': 4, 'Madera Santana T.J.': 4, 'Tapia Hernández J.A.': 4, 'Montaño Grijalva E.': 1, 'Armenta Villegas L.': 1, 'Del Toro-Sánchez C.': 1, 'Carvajal Millán E.': 1, 'TORRES ARREOLA W.': 1, 'Rodríguez Félix D.E.': 2, 'López Peña I.': 1, 'Burruel Ibarra S.E.': 1, 'Santos Sauceda I.': 1, 'Pompa Ramos J.': 1, 'Estrella-Osuna D.': 1, 'Ruiz-Cruz S.': 1, 'Figueroa-Enriquez C.': 1, 'González Ríos H.': 1, 'Fernández Quiroz J.D.': 1, 'Márquez Ríos E.': 1, 'Pérez Alvarez J.A.': 1, 'Suárez Jiménez G.M.': 1, 'Cárdenas López J.L.': 1, 'Plascencia Jatomea M.': 2, 'Pérez Tello M.': 1, 'Ledesma Osuna A.I.': 1, 'Castro Enríquez D.D.': 1, 'Cabrera González A.': 1, 'Flores León J.': 1, 'Ramirez Mendoza C.': 1, 'Castillo Ortega M.M.': 1, 'Santacruz-Ortega H.': 1, 'Quiroz Castillo J.': 1, 'Rueda Puente E.': 1, 'Reyes Pérez J.J.': 1, 'Juarez Onofre J.': 1}"
Valenzuela Melendres M.,TAOA,4,12,0,0,0,0,0,0,0,8,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,"{'López-Romero J.': 2, 'González Ríos H.': 7, 'Ayala Zavala J.F.': 1, 'Meza-Callado A.': 1, 'Hernandez Mendoza E.': 1, 'Peña Ramos E.A.': 3, 'Juneja V.K.': 2, 'Martínez Téllez M.A.': 2, 'Paredes Aguilar M.C.': 1, 'Aispuro Hernández E.': 1, 'Ospina Romero M.': 1, 'Barrera Silva M.': 1, 'Pinelli Saavedra A.': 2, 'Peñúñuri Pacheco N.': 2, 'Moreno Garcia Y.': 1, 'Astiazarán García H.F.': 4, 'López Franco Y.L.': 1, 'Tortoledo Ortiz O.': 2, 'Pérez-Báez A.': 1, 'Dávila Ramirez J.L.': 3, 'Lizardi Mendoza J.': 1, 'Vazquez Meza M.': 1, 'González Aguilar G.A.': 1, 'Viuda Martos M.': 1, 'Tánori Lozano A.': 1, 'López Baca M.': 1, 'Muhlia Almazán A.T.': 1, 'Montalvo Corral M.': 1, 'Islava Lagarda T.Y.': 3, 'González Noriega J.': 2, 'Hernández Mendoza A.': 2, 'Huerta Ocampo J.A.': 1, 'de la Garza Hernandez A.': 1, 'Osoria M.': 1, 'García-Dávila J.': 1, 'Gupta P.': 1, 'Bermudez-Aguirre D.': 1, 'Gunes Altuntas E.': 1, 'Cosansu S.': 1, 'Jara Marini M.E.': 1}"
Álvarez González C.A.,Universidad Juárez Autónoma de Tabasco,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Perez Jiménez G.': 1, 'Alvarez Villagomez C.': 1, 'Martínez Porchas M.': 1, 'Garibay Valdez E.': 1, 'Sepúlveda Quiroz C.': 1, 'Mendez Marín O.': 1, 'Martínez García R.': 1, 'Jesús Contreras R.': 1, 'De la Rosa García S.': 1}"
De la Rosa García S.,Universidad Autónoma de Ciudad Juárez,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Perez Jiménez G.': 2, 'Alvarez Villagomez C.': 2, 'Martínez Porchas M.': 2, 'Garibay Valdez E.': 2, 'Sepúlveda Quiroz C.': 1, 'Mendez Marín O.': 1, 'Martínez García R.': 1, 'Jesús Contreras R.': 1, 'Álvarez González C.A.': 1, 'Sepúlveda-Quiroz C.': 1, 'Tovar-Ramirez D.': 1, 'Jimenez Martínez L.': 1, 'Álvarez-González F.': 1}"
Beltrán Barrientos L.M.,Centro de Investigación en Alimentación y Desarrollo A.C.,1,9,0,0,2,0,0,0,0,4,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,"{'Vallejo Galland B.': 9, 'Reyes Díaz R.': 4, 'González Córdova A.F.': 9, 'Hernández Mendoza A.': 9, 'Estrada Montoya M.C.': 1, 'Torres Llanez M.J.': 3, 'Santiago López L.': 2, 'García H.S.': 2, 'Méndez Romero J.': 1, 'Domínguez Pérez L.': 1, 'Cuevas González P.': 1, 'Castro Salomon M.': 3, 'Mendez Romero J.': 1}"
VALLES VEGA I.,* Pendiente,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Medina Guerrero R.M.': 1, 'Abad Rosales S.M.': 1, 'Lozano Olvera R.': 1, 'Marrujo López F.I.': 1, 'Abdo de la Parra M.I.': 1}"
Medina Guerrero R.M.,Mazatlán,1,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"{'VALLES VEGA I.': 1, 'Abad Rosales S.M.': 2, 'Lozano Olvera R.': 2, 'Marrujo López F.I.': 2, 'Abdo de la Parra M.I.': 2, 'Mirabent Casals M.': 1, 'Caña Bozada V.': 1, 'Morales Serna F.N.': 1, 'Martínez Brown J.M.': 1, 'Hernández Cornejo R.': 2, 'García Gasca S.A.': 1, 'Martínez Rodríguez I.E.': 1, 'Aguilar Zárate G.': 1, 'Hernández Sain J.': 1, 'Hernández González C.': 1, 'García Aguirre J.': 1, 'Plascencia González H.G.': 1, 'Rodríguez Ibarra L.E.': 1, 'Domínguez Jiménez V.P.': 1, 'Sánchez Rodríguez M.A.': 1, 'López Osorio Y.': 1, 'Montijo Galindo A.': 1, 'Cervantes Escobar A.': 1, 'Puello Cruz A.C.': 1, 'Ceballos Bernal M.C.': 1, 'Velasco Blanco G.': 1, 'Bolán Mejía M.C.': 1, 'Enciso Ibarra J.': 1, 'Aguilar Rendón K.': 1, 'Santos Ballardo D.U.': 1, 'Betancourt Lozano M.': 1, 'Luna Avelar K.D.': 1, 'Morales Covarrubias M.S.': 1, 'Silva Alonso F.': 1, 'VEGA VALENZUELA M.': 1, 'Angulo García X.C.': 1, 'Durán Niebla J.A.': 1, 'Almazán Rueda P.': 1}"
Ramos Enríquez J.R.,Universidad de Sonora,1,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Martínez Téllez M.A.': 1, 'Sánchez Sánchez M.': 1, 'Hernández Oñate M.A.': 1, 'Quintana Obregón E.A.': 2, 'Garay Dominguez A.': 1, 'Sánchez Mariñez R.': 1, 'Corrales Maldonado C.G.': 1, 'García-Juárez A.': 1, 'Garzón-García A.': 1, 'Tapia Hernández J.A.': 1, 'Ruiz Cruz S.': 1, 'Canizales Rodriguez D.': 1, 'Del Toro-Sánchez C.': 1, 'Rodríguez Félix F.': 1, 'Ocaño Higuera V.M.': 1, 'Ornelas Paz J.J.': 1}"
Thompson C.C.,Federal University of Rio de Janeiro,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Wesielesky Jr W.': 1, 'Landuci F.': 1, 'Lima M.': 1, 'Bacha L.': 1, 'Perazzolo L.': 1, 'Lourenco Marques C.': 1, 'Soares F.': 1, 'Pousao Ferreira P.': 1, 'Hanson L.': 1, 'Gómez Gil Rodríguez Sala B.': 1, 'Thompson M.': 1, 'Varasteh T.': 1, 'Silva T.': 1, 'Swings J.': 1, 'Zhang X.': 1, 'De Souza W.': 1, 'Thompson F.L.': 1}"
Thompson F.L.,Universidad de Santiago de Compostela,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Thompson C.C.': 1, 'Wesielesky Jr W.': 1, 'Landuci F.': 1, 'Lima M.': 1, 'Bacha L.': 1, 'Perazzolo L.': 1, 'Lourenco Marques C.': 1, 'Soares F.': 1, 'Pousao Ferreira P.': 1, 'Hanson L.': 1, 'Gómez Gil Rodríguez Sala B.': 1, 'Thompson M.': 1, 'Varasteh T.': 1, 'Silva T.': 1, 'Swings J.': 1, 'Zhang X.': 1, 'De Souza W.': 1}"
Del-Toro-Sánchez C.,UNISON,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Pèrez-Cabral I.': 1, 'Bernal Mercado A.': 1, 'Islas Rubio A.R.': 1, 'Suàrez-Jimènez G.': 1, 'Robles Garcìa M.': 1, 'Puebla Duarte A.': 1}"
Viveros Valdéz E.,* Pendiente,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Monroy García I.N.': 1, 'Carranza Rosales P.': 1, 'Carranza Torres I.': 1, 'Castro Ochoa L.': 1, 'Gonzàlez Villasana V.': 1, 'Islas Rubio A.R.': 1}"
Ramírez Gil J.,* Pendiente,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"{'García León E.': 1, 'Tovar Pedraza J.M.': 2, 'Valbuena Gaona L.': 1, 'Aguilar Pérez V.H.': 1, 'Leyva Madrigal K.': 1, 'Mora Romero G.': 1, 'Nuñez Garcia P.': 1, 'Rebollar Alvíter A.': 1, 'Correia K.C.': 1, 'García Estrada R.S.': 1, 'León Félix J.': 1}"
Ruelas-Islas J.,Universidad Autónoma de Sinaloa,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Ayala Armenta Q.A.': 1, 'Peinado-Fuentes L.': 1, 'Beltrán Peña H.': 1, 'Tovar Pedraza J.M.': 1, 'Valenzuela Escoboza F.A.': 1}"
Marquez Licona G.,Instituto Politécnico Nacional,1,3,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"{'Tovar Pedraza J.M.': 1, 'Solano Baez A.R.': 1, 'Leyva Mir S.G.': 1, 'Tlapal Bolaños B.': 1, 'Camacho Tapia M.': 1, 'García León E.': 1, 'Ayala Escobar V.': 1, 'Nava Díaz C.': 1, 'Quezada Salinas A.': 1, 'Santiago Santiago V.': 1, 'Beltrán Peña H.': 1, 'Hernandez-Hernandez M.': 1, 'Juárez-Cruz K.': 1}"
Alakonya A.,* Pendiente,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Muñoz Zavala C.': 1, 'Goodwin P.': 1, 'Leyva Mir S.G.': 1, 'Loladze A.': 1, 'Vargas-Hernández M.': 1, 'García León E.': 1, 'Tovar Pedraza J.M.': 1, 'San Vicente-García F.': 1}"
Nativitas Lima I.,Universidad Autónoma de Chapingo,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Leyva Mir S.G.': 1, 'Camacho Tapia M.': 1, 'Tovar Pedraza J.M.': 1, 'Avila Quezada G.D.': 1}"
Camacho Tapia M.,Universidad Autónoma de Chapingo,1,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"{'Tovar Pedraza J.M.': 5, 'Solano Baez A.R.': 1, 'Leyva Mir S.G.': 3, 'Tlapal Bolaños B.': 1, 'García León E.': 1, 'Ayala Escobar V.': 1, 'Nava Díaz C.': 1, 'Quezada Salinas A.': 1, 'Santiago Santiago V.': 1, 'Beltrán Peña H.': 1, 'Hernandez-Hernandez M.': 1, 'Juárez-Cruz K.': 1, 'Marquez Licona G.': 1, 'Nuñez Garcia P.': 1, 'Salazar Mesta R.': 1, 'Vieira W.': 1, 'Contreras Soto M.': 1, 'Avila Quezada G.D.': 1, 'Nativitas Lima I.': 1, 'Callejas Monroy K.': 1, 'Tejeda Reyes M.': 1, 'Cámara Correia K.': 1, 'Gaona-Vences H.': 1, 'Elías Saint A.': 1, 'Mora Romero G.': 1, 'Correia K.C.': 1, 'Cota Barreras C.': 1, 'González Concha L.': 1, 'Lizárraga Sánchez G.': 1}"
